2025-09-17 13:45:13 | INFO | src.utils.logger_config:setup_logger:38 | 日志系统初始化完成
2025-09-17 13:45:13 | INFO | src.utils.logger_config:setup_logger:39 | 日志级别: INFO
2025-09-17 13:45:13 | INFO | src.utils.logger_config:setup_logger:40 | 日志文件: /Users/guchao/Documents/GC_Work/ai_program/stock-project/logs/stock_collector.log
2025-09-17 13:45:30 | INFO | __main__:main:204 | 股票数据采集系统启动
2025-09-17 13:45:31 | INFO | __main__:main:205 | Python版本: 3.13.5 (v3.13.5:6cb20a219a8, Jun 11 2025, 12:23:45) [Clang 16.0.0 (clang-1600.0.26.6)]
2025-09-17 13:45:33 | INFO | __main__:main:206 | 工作目录: /Users/guchao/Documents/GC_Work/ai_program/stock-project
2025-09-17 13:47:21 | INFO | src.utils.logger_config:setup_logger:38 | 日志系统初始化完成
2025-09-17 13:47:21 | INFO | src.utils.logger_config:setup_logger:39 | 日志级别: INFO
2025-09-17 13:47:21 | INFO | src.utils.logger_config:setup_logger:40 | 日志文件: /Users/guchao/Documents/GC_Work/ai_program/stock-project/logs/stock_collector.log
2025-09-17 13:47:23 | INFO | __main__:main:204 | 股票数据采集系统启动
2025-09-17 13:47:24 | INFO | __main__:main:205 | Python版本: 3.13.5 (v3.13.5:6cb20a219a8, Jun 11 2025, 12:23:45) [Clang 16.0.0 (clang-1600.0.26.6)]
2025-09-17 13:47:24 | INFO | __main__:main:206 | 工作目录: /Users/guchao/Documents/GC_Work/ai_program/stock-project
2025-09-17 13:47:39 | INFO | __main__:signal_handler:48 | 接收到信号 2，正在停止程序...
2025-09-17 13:47:39 | INFO | __main__:signal_handler:54 | 程序已停止
2025-09-17 13:49:32 | INFO | src.utils.logger_config:setup_logger:38 | 日志系统初始化完成
2025-09-17 13:49:32 | INFO | src.utils.logger_config:setup_logger:39 | 日志级别: INFO
2025-09-17 13:49:32 | INFO | src.utils.logger_config:setup_logger:40 | 日志文件: /Users/guchao/Documents/GC_Work/ai_program/stock-project/logs/stock_collector.log
2025-09-17 13:49:34 | INFO | __main__:main:204 | 股票数据采集系统启动
2025-09-17 13:49:34 | INFO | __main__:main:205 | Python版本: 3.13.5 (v3.13.5:6cb20a219a8, Jun 11 2025, 12:23:45) [Clang 16.0.0 (clang-1600.0.26.6)]
2025-09-17 13:49:35 | INFO | __main__:main:206 | 工作目录: /Users/guchao/Documents/GC_Work/ai_program/stock-project
2025-09-17 13:49:38 | INFO | __main__:run_once:63 | 开始手动执行数据采集
2025-09-17 13:49:38 | ERROR | src.data_storage.es_storage:_connect:48 | 连接Elasticsearch异常: Elasticsearch.__init__() got an unexpected keyword argument 'timeout'
2025-09-17 13:49:38 | INFO | src.scheduler.task_scheduler:run_once:86 | 手动执行数据采集任务
2025-09-17 13:49:38 | INFO | src.scheduler.task_scheduler:collect_and_save_data:27 | 开始执行定时数据采集任务
2025-09-17 13:49:38 | INFO | src.scheduler.task_scheduler:collect_and_save_data:31 | 正在采集股票数据...
2025-09-17 13:49:38 | INFO | src.data_collector.stock_collector:get_stock_basic_info:134 | 开始获取股票基础信息
2025-09-17 13:49:38 | INFO | src.data_collector.stock_collector:collect_all_stock_data:112 | 开始采集所有股票数据
2025-09-17 13:49:38 | INFO | src.data_collector.stock_collector:get_sz_a_stock_data:38 | 开始获取深圳A股数据
2025-09-17 13:50:29 | INFO | src.data_collector.stock_collector:get_sz_a_stock_data:45 | 成功获取深圳A股数据，共3051条记录
2025-09-17 13:50:29 | INFO | src.data_collector.stock_collector:_clean_and_transform_data:103 | 数据清洗完成，处理3051条记录
2025-09-17 13:50:29 | INFO | src.data_collector.stock_collector:get_sh_a_stock_data:56 | 开始获取上海A股数据
